,ID,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG
1351,894679103,1,40.0,2,12.0,"$4,344",No,"$69,014",Yes,z_F,<High School,Home Maker,38,Private,"$22,010",1,Pickup,no,"$3,226",2,No,5,"$2,193",,1
8470,33572322,1,40.0,3,,"$137,394",Yes,$0,z_No,z_F,Masters,Lawyer,6,Private,"$21,690",6,Minivan,no,"$30,553",3,No,1,"$15,721",16.0,1
1927,837122700,0,45.0,0,10.0,"$46,092",No,$0,z_No,M,Bachelors,Manager,32,Private,"$26,300",1,Minivan,no,"$11,743",2,No,6,$0,7.0,0
7540,689155738,0,55.0,0,,"$20,741",No,"$134,822",Yes,z_F,PhD,Home Maker,57,Private,"$13,130",7,z_SUV,no,$0,0,No,2,$0,15.0,0
6770,835807900,0,46.0,0,13.0,"$180,733",No,"$477,862",z_No,M,Masters,Manager,30,Commercial,"$26,480",1,Panel Truck,no,$0,0,No,0,"$3,467",17.0,1
406,999158340,0,42.0,0,10.0,"$15,249",No,"$145,735",Yes,z_F,Masters,Home Maker,62,Private,"$8,400",4,Sports Car,no,$0,0,No,1,$0,16.0,0
2717,570439437,0,53.0,0,13.0,"$15,492",No,"$143,129",Yes,z_F,<High School,Clerical,39,Private,"$18,950",7,Pickup,no,$0,0,No,2,$0,9.0,0
5081,449849353,0,50.0,0,13.0,"$195,139",No,"$472,185",Yes,z_F,PhD,Doctor,11,Private,"$29,180",13,Pickup,no,$0,0,No,0,$0,14.0,0
7979,386966376,0,35.0,3,0.0,$0,Yes,$0,z_No,z_F,z_High School,Student,52,Commercial,"$16,670",7,Sports Car,no,"$1,051",1,No,0,"$3,966",9.0,1
4061,779848572,0,50.0,0,12.0,"$26,088",No,$0,z_No,M,<High School,z_Blue Collar,40,Private,"$5,220",7,Pickup,yes,"$2,158",3,No,2,"$1,646",4.0,1
8371,534495074,0,29.0,0,3.0,"$26,911",No,$0,z_No,z_F,z_High School,Home Maker,34,Private,"$18,970",6,Pickup,no,"$1,258",1,No,5,$0,,0
9265,730251840,0,58.0,0,9.0,"$120,141",No,$0,z_No,z_F,PhD,Doctor,13,Private,"$25,690",4,Pickup,no,$0,0,No,0,$0,14.0,0
5788,241963590,0,53.0,0,12.0,"$37,695",No,"$191,351",Yes,z_F,z_High School,Clerical,27,Private,"$19,530",9,Minivan,no,$0,0,No,0,$0,,0
8342,101014360,0,52.0,0,12.0,"$58,714",No,"$220,686",Yes,z_F,Bachelors,Manager,17,Private,"$11,560",4,z_SUV,no,$0,0,No,1,$0,11.0,0
6731,210265123,0,28.0,1,11.0,"$30,877",No,"$114,482",Yes,z_F,<High School,Clerical,26,Private,"$17,360",6,Minivan,no,$0,0,No,0,$0,0.0,0
9549,762862176,0,48.0,0,11.0,"$26,821",No,"$171,022",Yes,M,Bachelors,Clerical,10,Commercial,"$11,600",3,Pickup,yes,"$4,055",4,No,0,$0,8.0,0
945,559629694,0,44.0,0,12.0,"$74,117",No,"$252,030",Yes,z_F,Masters,,24,Commercial,"$28,620",1,Van,no,"$5,784",1,No,0,$0,,0
7445,688694531,0,57.0,0,11.0,"$36,273",No,$0,z_No,M,z_High School,Professional,10,Private,"$1,500",19,Minivan,yes,"$3,685",2,No,1,$0,2.0,0
8933,897909462,1,38.0,4,0.0,$0,No,$0,Yes,z_F,<High School,Student,30,Private,"$8,250",7,Sports Car,no,$0,0,No,0,$0,0.0,0
5889,909156644,0,60.0,2,0.0,$0,Yes,$0,z_No,z_F,Bachelors,Home Maker,38,Private,"$7,200",1,z_SUV,no,$0,0,No,1,"$1,907",6.0,1
9992,441214013,0,68.0,0,12.0,"$60,965",No,"$231,014",Yes,z_F,Masters,Lawyer,13,Private,"$14,500",13,Sports Car,no,"$48,298",1,Yes,4,"$2,546",19.0,1
929,657603682,0,51.0,0,11.0,"$78,953",No,"$233,925",Yes,M,Bachelors,z_Blue Collar,23,Commercial,"$17,410",4,Van,yes,$0,0,No,1,$0,6.0,0
8378,404075610,1,47.0,2,11.0,"$126,023",Yes,"$322,205",z_No,z_F,Masters,Manager,17,Private,"$5,900",1,z_SUV,no,"$2,863",2,No,0,$0,13.0,0
96,469714824,0,50.0,0,,"$71,007",No,"$240,833",Yes,M,Bachelors,Manager,61,Private,"$14,000",6,Minivan,no,$0,0,No,0,$0,9.0,1
6895,56154123,0,53.0,0,14.0,"$151,741",No,"$401,846",Yes,z_F,PhD,Manager,37,Private,"$29,620",10,Minivan,no,$0,0,No,3,$0,14.0,0
1845,80928323,0,59.0,0,1.0,"$55,352",No,$0,z_No,M,Masters,Lawyer,41,Private,"$7,030",1,Pickup,yes,"$7,373",4,No,4,$0,11.0,0
4546,163433307,0,41.0,2,12.0,"$67,644",No,"$233,085",Yes,z_F,Bachelors,z_Blue Collar,25,Commercial,"$12,460",3,Minivan,no,$0,0,No,5,$0,8.0,0
7393,457559751,0,45.0,2,15.0,"$171,529",Yes,$0,z_No,M,PhD,Professional,27,Commercial,"$18,920",1,Van,yes,"$16,619",1,Yes,4,$0,17.0,0
1055,302381933,0,47.0,0,9.0,"$40,408",No,$0,z_No,z_F,z_High School,Clerical,24,Private,"$5,540",4,Sports Car,no,$0,0,Yes,1,"$4,456",1.0,1
5397,495703528,0,28.0,1,9.0,"$12,117",Yes,$0,z_No,M,Bachelors,Student,26,Commercial,"$5,510",1,Pickup,yes,$0,0,No,3,"$4,120",-1.0,1
5894,226356021,0,50.0,0,7.0,"$34,730",No,"$169,666",Yes,z_F,z_High School,Professional,5,Private,"$10,270",15,z_SUV,no,$0,0,No,1,$0,,0
2023,447025309,0,19.0,4,14.0,"$1,774",No,"$78,025",Yes,M,z_High School,Student,43,Private,"$12,720",10,Minivan,no,$0,0,No,0,$0,,0
4888,12685449,0,34.0,0,10.0,"$74,719",No,$0,z_No,M,Bachelors,Professional,45,Private,"$25,760",10,Minivan,no,"$4,094",1,No,2,"$4,704",11.0,1
4897,138372300,0,47.0,0,14.0,,No,"$97,670",z_No,M,Bachelors,z_Blue Collar,22,Private,"$15,230",1,Minivan,no,$0,0,No,0,$0,,0
4183,431950127,0,39.0,2,7.0,"$12,236",No,"$92,520",Yes,z_F,z_High School,Home Maker,66,Private,"$16,320",1,z_SUV,no,"$4,352",3,No,1,"$6,889",7.0,1
1373,141897395,0,46.0,0,14.0,"$125,379",No,"$347,068",Yes,M,Masters,Lawyer,29,Private,"$18,640",1,Van,no,$0,0,No,2,$0,16.0,0
1646,637915564,0,43.0,1,12.0,"$37,282",Yes,$0,z_No,z_F,Bachelors,Professional,41,Private,"$9,330",7,z_SUV,no,"$7,037",2,No,5,$0,14.0,0
3140,157651391,0,49.0,0,12.0,"$106,161",No,"$282,961",Yes,z_F,Bachelors,z_Blue Collar,31,Commercial,"$18,020",1,z_SUV,no,$0,0,No,0,"$5,704",14.0,1
1225,324561319,0,50.0,0,0.0,$0,No,$0,z_No,z_F,PhD,Home Maker,36,Private,"$2,950",4,z_SUV,no,$0,0,No,0,$0,13.0,0
9815,284849288,0,51.0,0,12.0,"$72,632",No,"$240,387",z_No,M,Bachelors,z_Blue Collar,19,Commercial,"$9,800",1,Minivan,yes,"$30,167",3,Yes,0,"$3,780",12.0,1
981,91970915,1,37.0,2,9.0,"$21,873",Yes,"$118,100",z_No,M,<High School,Clerical,27,Private,"$7,290",6,Minivan,no,$0,0,No,0,$0,1.0,0
5046,792357385,0,37.0,0,12.0,"$55,507",No,"$163,671",Yes,z_F,<High School,z_Blue Collar,11,Private,"$7,050",6,z_SUV,no,$0,0,No,0,$0,-1.0,1
6643,709829127,0,39.0,2,13.0,"$158,180",Yes,,z_No,z_F,Masters,Lawyer,5,Private,"$21,620",1,z_SUV,no,$0,0,No,2,$0,16.0,0
7347,361828312,1,41.0,2,0.0,$0,No,"$87,282",Yes,z_F,z_High School,Home Maker,27,Private,"$8,490",1,z_SUV,no,$0,0,No,0,$0,7.0,0
69,926073051,1,40.0,2,,"$24,060",Yes,$0,z_No,M,Bachelors,Clerical,24,Private,"$14,220",4,Minivan,no,$0,0,No,0,"$3,532",8.0,1
4376,602229598,2,37.0,2,12.0,"$64,957",No,"$209,019",Yes,M,Masters,,47,Private,"$15,000",1,Minivan,no,"$7,323",1,No,3,$0,5.0,0
1065,138657379,0,36.0,0,11.0,"$87,967",No,"$260,892",Yes,M,Masters,Professional,49,Private,"$14,300",10,Minivan,yes,$0,0,Yes,0,$0,12.0,0
3400,201054523,0,69.0,0,14.0,"$164,088",No,$0,z_No,z_F,PhD,Doctor,38,Private,"$8,800",9,Sports Car,no,"$3,338",3,No,8,"$4,805",21.0,1
9089,309200965,0,36.0,3,12.0,"$10,653",Yes,$0,z_No,z_F,<High School,Clerical,35,Private,"$5,300",4,z_SUV,no,$0,0,No,0,$0,-1.0,0
1393,804109445,0,52.0,0,13.0,"$77,864",No,"$299,542",Yes,M,Bachelors,z_Blue Collar,72,Commercial,"$26,930",1,Minivan,yes,$0,0,No,0,$0,14.0,0
1548,110040093,0,40.0,0,9.0,"$15,493",No,"$103,733",Yes,M,<High School,Clerical,11,Private,"$17,960",12,Minivan,yes,"$1,038",2,No,1,$0,7.0,1
3063,412236054,0,42.0,0,0.0,$0,No,$0,z_No,M,z_High School,Student,44,Commercial,"$5,900",4,Pickup,yes,"$33,385",2,Yes,0,"$4,926",,1
10050,627068724,0,49.0,0,7.0,"$171,649",No,"$434,676",Yes,z_F,Masters,Lawyer,13,Private,"$23,760",1,Minivan,no,$0,0,No,3,$0,18.0,1
542,411870556,0,43.0,0,11.0,"$49,224",No,"$155,963",Yes,M,z_High School,z_Blue Collar,29,Commercial,"$27,460",1,Minivan,yes,"$4,546",3,No,0,"$3,443",2.0,1
7143,854714763,0,33.0,1,10.0,"$70,565",No,"$241,472",Yes,z_F,Masters,Lawyer,10,Private,"$16,280",13,z_SUV,no,$0,0,No,4,$0,20.0,0
4541,411870556,0,43.0,0,12.0,"$22,960",No,"$142,579",Yes,M,z_High School,z_Blue Collar,21,Commercial,"$11,690",4,Pickup,yes,$0,0,No,1,"$1,556",9.0,1
2281,702402466,1,37.0,3,13.0,"$91,450",No,"$284,853",Yes,M,Bachelors,Professional,47,Private,"$10,650",1,Pickup,yes,"$27,439",2,Yes,3,"$6,332",1.0,1
3685,668650194,0,48.0,0,0.0,$0,No,$0,Yes,M,<High School,Student,23,Commercial,"$11,610",10,Pickup,no,"$3,996",1,No,5,"$4,052",0.0,1
6111,745183922,0,55.0,0,,"$67,096",No,$0,z_No,z_F,PhD,Doctor,38,Private,"$13,410",6,z_SUV,no,$0,0,No,0,$0,14.0,0
2852,846882696,1,37.0,1,10.0,"$74,412",Yes,$0,z_No,z_F,Masters,Manager,26,Private,"$16,250",7,z_SUV,no,"$5,936",2,No,4,$0,15.0,0
177,461573915,0,47.0,0,8.0,"$22,059",No,"$123,924",Yes,z_F,<High School,Clerical,24,Commercial,"$21,990",11,Pickup,no,$0,0,No,1,$0,0.0,0
2188,689457910,1,39.0,1,9.0,"$3,747",No,$0,Yes,z_F,z_High School,Student,38,Commercial,"$5,100",10,Sports Car,no,$0,0,No,3,$0,10.0,0
3455,419976048,0,50.0,0,0.0,$0,No,$0,z_No,M,<High School,Student,41,Private,"$7,970",1,Pickup,yes,$0,0,No,0,$0,-1.0,0
8146,510533127,2,34.0,2,9.0,"$20,050",No,"$89,548",Yes,M,<High School,z_Blue Collar,35,Private,"$10,690",7,Pickup,no,$0,0,No,2,$0,,0
8647,904432751,0,54.0,0,14.0,"$200,772",No,"$465,304",z_No,z_F,PhD,Doctor,27,Private,"$27,280",4,Minivan,no,$0,0,No,0,$0,,0
1349,188465204,0,48.0,0,10.0,"$70,590",No,"$219,205",Yes,M,Bachelors,Manager,28,Private,"$17,640",10,Minivan,yes,$0,0,No,3,$0,12.0,0
5216,511204008,0,38.0,0,,"$143,781",No,$0,z_No,M,Masters,Manager,48,Commercial,"$32,070",1,Panel Truck,yes,$0,0,No,1,$0,15.0,0
6349,982263237,0,52.0,0,9.0,"$97,059",No,"$311,131",Yes,z_F,z_High School,Professional,30,Private,"$15,050",6,z_SUV,no,"$6,713",3,No,0,"$2,365",0.0,1
5938,362586299,0,32.0,1,10.0,"$14,942",No,"$95,764",Yes,M,<High School,Clerical,12,Commercial,"$12,030",4,Pickup,yes,"$9,925",2,No,9,$0,2.0,0
2974,342456793,0,48.0,0,12.0,"$27,700",No,"$117,400",Yes,z_F,z_High School,Clerical,35,Private,"$15,070",7,z_SUV,no,"$34,237",1,No,0,$0,7.0,0
3436,287386122,3,38.0,3,0.0,$0,No,$0,Yes,M,z_High School,Student,47,Commercial,"$5,800",1,Pickup,yes,$0,0,No,1,"$3,702",11.0,1
4249,319718069,0,48.0,0,15.0,"$85,317",No,$0,z_No,M,Masters,Lawyer,40,Private,"$1,500",3,Minivan,yes,$0,0,No,0,$0,1.0,0
1622,831542230,0,38.0,2,,"$16,851",No,"$150,516",Yes,M,z_High School,Professional,43,Commercial,"$5,400",11,Pickup,yes,$0,0,No,1,$0,1.0,0
8943,62527035,0,47.0,0,12.0,,No,"$142,894",Yes,z_F,z_High School,Clerical,18,Private,"$14,620",6,Minivan,no,$0,0,No,0,"$2,912",-1.0,1
6530,434682556,0,53.0,0,15.0,"$26,782",No,"$164,119",Yes,M,<High School,Clerical,52,Private,"$10,890",10,Pickup,no,$0,0,No,0,$0,7.0,0
2119,205071418,0,43.0,0,13.0,"$65,075",No,$0,z_No,z_F,Bachelors,Professional,33,Private,"$12,610",1,z_SUV,no,"$5,219",3,No,5,"$7,135",9.0,1
9869,497179696,0,42.0,0,12.0,$419,No,"$94,291",Yes,z_F,PhD,Home Maker,25,Private,"$10,790",4,z_SUV,no,"$5,304",4,No,0,$0,15.0,0
1497,164038394,1,37.0,1,10.0,"$63,994",No,"$295,428",Yes,M,z_High School,z_Blue Collar,30,Commercial,"$18,750",1,Van,yes,$0,0,No,4,$0,2.0,0
9563,950790157,1,36.0,1,14.0,"$79,665",No,"$222,382",Yes,M,Masters,Professional,34,Private,"$13,170",1,Minivan,yes,"$2,614",2,No,6,$0,12.0,0
9209,624316866,0,50.0,0,,"$50,705",No,"$240,155",Yes,M,Bachelors,z_Blue Collar,43,Commercial,"$31,410",3,Panel Truck,yes,$0,0,Yes,0,$0,12.0,0
4211,801577667,0,56.0,0,9.0,"$107,066",No,"$331,728",Yes,M,Bachelors,Professional,39,Private,"$17,740",1,Minivan,yes,$0,0,No,0,$0,8.0,0
4298,738458916,0,40.0,0,12.0,"$93,094",No,$0,z_No,M,z_High School,Professional,22,Private,"$14,710",6,Minivan,no,$0,0,No,0,$0,8.0,0
1424,493488273,1,37.0,2,15.0,"$79,648",Yes,$0,z_No,z_F,Masters,Lawyer,18,Private,"$25,990",1,Minivan,no,$0,0,Yes,3,$0,15.0,0
6056,71910109,0,38.0,0,12.0,"$78,582",No,"$185,020",Yes,M,Bachelors,Manager,28,Private,"$12,860",4,Minivan,yes,$0,0,No,1,$0,7.0,0
1614,909479253,0,56.0,0,6.0,"$123,288",No,"$366,424",z_No,z_F,PhD,Doctor,25,Private,"$7,000",1,z_SUV,no,"$50,111",4,Yes,1,"$1,442",17.0,0
1085,291166495,0,33.0,2,12.0,"$26,074",No,"$167,980",Yes,z_F,z_High School,Clerical,22,Private,"$10,500",1,z_SUV,no,$0,0,No,3,$0,1.0,0
7821,847136592,0,33.0,0,10.0,"$18,047",No,"$97,247",Yes,M,<High School,z_Blue Collar,5,Commercial,"$6,950",11,Pickup,no,$0,0,No,1,"$6,503",2.0,1
5173,777389414,0,43.0,0,12.0,"$101,794",No,"$256,716",Yes,z_F,Masters,Lawyer,21,Private,"$22,090",1,Minivan,no,$0,0,No,0,$0,9.0,0
5292,962106250,0,57.0,0,8.0,"$86,574",No,"$323,469",Yes,M,Masters,Manager,47,Private,"$17,020",3,Van,yes,$0,0,No,0,"$3,367",17.0,0
5386,118045457,0,63.0,0,14.0,"$41,048",No,$0,z_No,M,Bachelors,Manager,5,Private,"$8,040",1,Minivan,no,$0,0,No,0,$0,5.0,0
7507,576782158,1,41.0,2,,"$74,378",No,"$232,956",Yes,M,Bachelors,Professional,23,Private,"$19,590",1,Minivan,no,$0,0,No,1,$0,7.0,0
2921,629780029,0,34.0,1,10.0,"$83,664",No,"$217,763",Yes,M,Bachelors,z_Blue Collar,54,Commercial,"$21,100",4,Van,yes,"$5,495",3,No,7,"$2,206",8.0,1
4713,171047971,0,53.0,0,11.0,"$54,983",No,"$223,545",Yes,M,Masters,,24,Commercial,"$12,200",2,Pickup,yes,"$9,093",3,No,7,"$4,408",11.0,1
9367,710199202,0,43.0,0,12.0,"$160,642",No,"$406,906",Yes,z_F,PhD,Professional,25,Commercial,"$22,160",1,Pickup,no,"$30,575",1,No,6,$0,22.0,0
3170,951434862,0,52.0,0,2.0,"$66,784",No,"$234,860",Yes,z_F,Masters,Lawyer,15,Private,"$14,150",6,Sports Car,no,$0,0,No,0,$0,20.0,0
6820,808765493,0,57.0,0,10.0,"$171,157",No,"$466,984",Yes,z_F,PhD,Manager,39,Private,"$19,900",3,z_SUV,no,$0,0,No,0,$0,13.0,0
2195,195066900,0,45.0,0,5.0,"$75,983",No,"$252,802",Yes,M,Masters,,21,Commercial,"$17,510",6,Van,no,"$30,343",1,Yes,5,$0,12.0,0
2434,815837145,1,46.0,1,8.0,,No,"$253,662",Yes,M,z_High School,z_Blue Collar,5,Commercial,"$12,430",1,Minivan,yes,"$9,000",1,No,0,"$6,431",9.0,1
7960,185377177,0,45.0,0,6.0,"$32,424",No,"$168,411",Yes,M,z_High School,Clerical,37,Private,"$13,710",6,Minivan,yes,$0,0,No,0,$0,-1.0,0
4047,197692132,0,49.0,0,12.0,"$30,469",No,"$113,356",z_No,M,PhD,Doctor,49,Private,"$17,070",4,Minivan,no,$0,0,No,0,$0,13.0,0
6537,167976834,0,33.0,2,12.0,"$105,992",Yes,$0,z_No,z_F,Bachelors,Professional,43,Private,"$17,540",1,Minivan,no,"$25,379",1,Yes,0,"$4,771",10.0,1
43,866093378,0,53.0,0,12.0,"$115,044",No,"$311,980",z_No,z_F,PhD,Doctor,18,Private,"$17,900",1,Minivan,no,$0,0,No,0,$0,12.0,0
953,422322006,0,28.0,0,9.0,"$53,982",No,"$152,641",Yes,z_F,Bachelors,z_Blue Collar,37,Commercial,"$18,980",10,z_SUV,no,$0,0,No,0,$0,-1.0,0
3972,508595429,3,38.0,4,13.0,"$42,554",Yes,$0,z_No,z_F,<High School,Clerical,22,Private,"$10,060",6,z_SUV,no,"$27,746",4,Yes,2,"$2,392",6.0,0
5236,284137091,0,46.0,0,11.0,"$78,915",No,"$248,764",z_No,z_F,Masters,Lawyer,41,Private,"$13,990",5,z_SUV,no,"$5,531",3,No,0,$0,11.0,0
960,566117893,0,51.0,0,8.0,"$117,338",No,"$331,818",Yes,M,PhD,,12,Commercial,"$28,510",4,Panel Truck,yes,$0,0,Yes,0,$0,18.0,1
6030,886328677,0,50.0,0,11.0,"$51,446",No,"$194,928",Yes,M,z_High School,Manager,19,Private,"$13,330",1,Minivan,yes,$0,0,Yes,2,$0,6.0,1
5336,443254130,0,48.0,0,10.0,"$216,924",No,$0,z_No,z_F,PhD,Lawyer,6,Private,"$6,500",6,z_SUV,no,"$27,369",2,Yes,5,"$7,981",11.0,1
8489,176621082,0,37.0,0,8.0,"$24,076",No,$0,z_No,M,<High School,Clerical,43,Private,"$8,110",1,Pickup,yes,"$32,580",2,Yes,5,"$2,277",4.0,1
1011,351272937,0,19.0,4,,$0,Yes,$0,z_No,M,z_High School,Student,58,Commercial,"$3,900",14,Minivan,yes,$0,0,No,3,$0,7.0,0
2764,746913178,0,41.0,1,0.0,$0,Yes,$0,z_No,z_F,Bachelors,Student,15,Private,"$19,470",10,z_SUV,no,$0,0,No,2,"$2,597",9.0,1
3296,951951164,0,27.0,2,12.0,"$56,253",No,"$142,627",Yes,M,Bachelors,Professional,9,Commercial,"$6,600",10,Pickup,yes,"$2,986",1,No,5,$0,14.0,0
5057,762380453,0,46.0,0,13.0,"$157,146",No,$0,z_No,z_F,PhD,Doctor,34,Private,"$21,910",7,z_SUV,no,$0,0,No,0,$0,15.0,0
1243,218657620,0,34.0,0,13.0,"$49,194",No,"$126,703",Yes,M,z_High School,Manager,34,Commercial,"$24,060",10,Panel Truck,yes,$0,0,No,0,$0,8.0,0
8268,467453467,0,39.0,0,12.0,"$100,046",No,"$238,931",Yes,z_F,<High School,z_Blue Collar,38,Private,"$14,810",1,z_SUV,no,$0,0,No,0,$0,5.0,1
8324,797568231,0,51.0,0,14.0,"$81,493",No,,Yes,M,Bachelors,z_Blue Collar,44,Commercial,"$35,340",10,Minivan,yes,"$8,522",1,No,11,$0,8.0,0
6604,828359048,0,52.0,0,5.0,"$79,315",No,"$255,491",Yes,z_F,Bachelors,Manager,7,Private,"$14,830",4,Minivan,no,$0,0,No,2,$0,,0
5528,334174125,0,47.0,0,12.0,"$58,438",No,"$210,729",z_No,z_F,z_High School,Professional,16,Private,"$25,670",1,Minivan,no,"$3,963",2,No,3,$0,8.0,0
7982,592286959,0,32.0,1,14.0,"$76,930",No,"$280,067",Yes,z_F,Bachelors,Professional,11,Private,"$12,890",1,Minivan,no,$0,0,No,2,$0,10.0,0
895,835290346,0,42.0,0,13.0,"$40,460",No,$0,z_No,z_F,Masters,z_Blue Collar,54,Commercial,"$5,550",4,Sports Car,no,$0,0,No,1,$0,15.0,0
5534,528306130,0,44.0,0,0.0,$0,No,$0,z_No,z_F,<High School,Student,5,Private,"$6,200",11,Sports Car,no,"$5,479",1,No,0,$0,,0
1196,198843358,2,54.0,2,16.0,"$109,210",No,"$324,059",Yes,z_F,Masters,Manager,32,Commercial,"$21,880",6,Pickup,no,"$6,120",2,No,6,"$4,815",18.0,1
2120,996435699,2,57.0,2,0.0,$0,Yes,"$129,145",z_No,z_F,z_High School,Home Maker,42,Private,"$7,100",1,z_SUV,no,$0,0,No,6,"$6,524",10.0,1
1006,112320676,0,44.0,0,12.0,"$87,190",No,"$260,524",Yes,M,Masters,,36,Commercial,"$24,900",3,Panel Truck,yes,$0,0,No,0,$0,11.0,0
4557,668800586,3,38.0,3,6.0,"$35,313",No,"$135,863",Yes,z_F,z_High School,z_Blue Collar,5,Private,"$7,940",4,z_SUV,no,$0,0,No,2,$0,4.0,0
3491,306014182,0,52.0,0,11.0,"$47,513",No,"$211,621",z_No,z_F,z_High School,z_Blue Collar,5,Commercial,"$3,470",6,Sports Car,no,$0,0,No,0,$0,0.0,0
5699,172787086,0,29.0,3,11.0,"$159,559",No,"$387,220",Yes,M,Masters,Manager,54,Private,"$42,560",4,Minivan,no,$0,0,No,0,$0,22.0,0
2255,448113092,0,54.0,0,15.0,"$48,466",No,"$187,224",Yes,z_F,Bachelors,z_Blue Collar,41,Commercial,"$29,490",4,Minivan,no,$0,0,No,0,$0,3.0,0
651,275306071,0,34.0,3,8.0,,Yes,"$193,566",z_No,z_F,Bachelors,Clerical,43,Private,"$7,080",4,Sports Car,no,$0,0,No,0,"$3,829",9.0,1
5764,849544994,0,35.0,0,12.0,,No,"$223,333",z_No,M,PhD,Manager,61,Private,"$13,230",6,Minivan,yes,"$4,292",3,No,4,"$3,649",,1
2964,604922709,0,33.0,4,0.0,$0,No,$0,Yes,z_F,Bachelors,Student,38,Commercial,"$20,570",4,Pickup,no,$0,0,No,2,"$6,647",8.0,0
6092,273134987,0,41.0,3,,$730,No,"$98,248",Yes,z_F,Bachelors,Home Maker,80,Commercial,"$13,830",4,z_SUV,no,$0,0,No,0,$0,9.0,0
4785,187505859,0,43.0,1,13.0,"$35,475",No,"$168,463",Yes,M,z_High School,Clerical,26,Commercial,"$31,770",6,Panel Truck,yes,$0,0,No,4,$0,2.0,0
2063,897555319,0,66.0,0,8.0,"$20,443",No,"$164,510",Yes,M,<High School,z_Blue Collar,40,Private,"$1,500",7,z_SUV,yes,"$3,331",1,No,6,$616,-1.0,1
8945,529892542,0,42.0,3,14.0,"$22,485",Yes,$0,z_No,z_F,<High School,z_Blue Collar,14,Private,"$8,050",13,z_SUV,no,$0,0,No,0,$0,-1.0,0
6776,950231079,0,34.0,0,9.0,"$102,382",No,,z_No,z_F,PhD,Doctor,10,Private,"$23,490",4,z_SUV,no,"$4,768",4,No,3,$0,11.0,0
10180,39852404,0,43.0,0,12.0,,No,,z_No,M,Bachelors,Professional,35,Commercial,"$27,760",1,Panel Truck,no,"$4,451",1,No,0,$0,10.0,0
7441,761686417,0,41.0,3,9.0,"$12,455",Yes,$0,z_No,z_F,<High School,Student,26,Private,"$8,290",7,z_SUV,no,$0,0,No,1,$0,1.0,0
7246,442256856,0,53.0,0,9.0,"$59,812",No,$0,z_No,M,z_High School,z_Blue Collar,27,Commercial,"$14,030",6,Minivan,no,"$3,810",2,No,0,$0,2.0,0
290,944239689,0,35.0,1,9.0,"$105,554",Yes,"$229,868",z_No,M,Masters,Lawyer,75,Private,"$5,300",4,Minivan,no,"$7,504",2,No,2,"$1,165",18.0,1
2390,19903973,0,43.0,0,,,No,$0,Yes,z_F,<High School,Student,79,Private,"$5,600",1,Sports Car,no,"$4,697",1,No,0,$0,2.0,0
8063,569910251,0,52.0,0,8.0,"$54,028",No,"$202,278",Yes,z_F,z_High School,Professional,28,Private,"$12,710",13,Minivan,no,"$24,458",1,No,1,"$4,903",0.0,1
2899,627828331,0,45.0,0,7.0,"$2,633",No,"$89,590",Yes,z_F,Bachelors,Home Maker,45,Private,"$12,720",4,z_SUV,no,$0,0,No,0,$0,4.0,0
9121,992652986,0,50.0,0,9.0,"$89,124",No,"$250,040",Yes,z_F,PhD,Doctor,17,Private,"$15,610",6,z_SUV,no,$0,0,No,0,$0,12.0,0
8977,648252980,2,47.0,3,15.0,"$90,153",No,,Yes,M,Masters,Lawyer,42,Private,"$18,290",1,Van,yes,"$3,639",2,No,3,"$3,182",18.0,1
1403,308799522,0,43.0,0,11.0,"$62,346",No,$0,z_No,M,Masters,Professional,42,Private,"$5,900",1,Pickup,yes,$0,0,Yes,0,$0,19.0,0
999,656344335,0,44.0,0,7.0,"$83,550",No,$0,z_No,M,Bachelors,Professional,5,Commercial,"$24,950",1,Panel Truck,no,$0,0,No,0,$0,11.0,0
574,958078219,0,47.0,0,14.0,"$74,597",No,"$300,560",Yes,M,Bachelors,z_Blue Collar,25,Commercial,"$15,730",4,Minivan,no,$0,0,No,0,$0,-1.0,0
105,402443529,0,34.0,2,0.0,$0,No,"$69,369",Yes,z_F,z_High School,Home Maker,36,Private,"$8,750",4,Sports Car,no,$0,0,No,0,$0,8.0,0
9957,163811883,0,40.0,2,8.0,"$45,034",Yes,"$175,140",z_No,M,z_High School,Manager,5,Private,"$14,160",7,Minivan,no,$0,0,No,1,$0,1.0,0
7909,83908393,0,37.0,0,9.0,"$117,740",No,"$327,212",z_No,M,Bachelors,z_Blue Collar,43,Commercial,"$13,270",7,Minivan,no,$0,0,No,0,$0,13.0,0
1588,35012164,0,58.0,0,14.0,"$65,775",No,"$199,244",Yes,M,Masters,Lawyer,57,Private,"$28,170",4,Sports Car,yes,$0,0,Yes,4,"$5,372",18.0,1
9361,241891732,0,48.0,0,10.0,"$146,020",No,"$372,705",z_No,M,PhD,,40,Commercial,"$21,300",1,Van,yes,"$6,730",2,No,3,$0,14.0,0
7999,894830894,0,53.0,0,11.0,"$72,611",No,$0,z_No,M,Masters,Lawyer,44,Private,"$19,410",4,Minivan,no,$0,0,No,0,$0,14.0,0
